 0 10  1  2   0.000000
 0  6  5  4   0.000000
 1 11  0  5   0.000000
 1  9  2  3   0.000000
 2 10  1  0   0.000000
 2  8  3  4   0.000000
 3  9  2  1   0.000000
 3  7  4  5   0.000000
 4  8  3  2   0.000000
 4  6  5  0   0.000000
 5 11  0  1   0.000000
 5  7  4  3   0.000000
 6  4  5  0   0.000000
 7  5  4  3   0.000000
 8  4  3  2   0.000000
 9  3  2  1   0.000000
10  2  1  0   0.000000
11  5  0  1   0.000000
